,Law,Text,Category,Category_New,Length
2080,Law 5862/1972 - Infraero,"The constitutive acts will be preceded by the following providences, under the responsibility of a commission specially designated by the Minister of Aeronautics: I - Enrollment of the assets, rights and shares referred to in the previous article;
II - valuation of the assets, rights, and shares listed;
III - elaboration of the Statutes project;
IV - Plan for gradual absorption of charges;
V - proposal of all other measures necessary for the operation of the company.",None,None,471
2081,Law 5862/1972 - Infraero,"The constituent acts shall comprise:
I - approval of the appraisals of the listed assets, rights and shares;
II - approval of the Gradual Absorption Plan;
III - approval of the Statutes.",None,None,186
2082,Law 5862/1972 - Infraero,"The constitution of INFRAERO, as well as later modifications, will be approved by acts of the Minister of Aeronautics.",None,None,118
2083,Law 5862/1972 - Infraero,"The INFRAERO's resources will consist of Airport fees collected at the airports it directly manages, with the exception of those related to the use of communications and en-route air navigation aids;",None,None,199
2084,Law 5862/1972 - Infraero,The INFRAERO's resources will consist of income from its participation in other companies;,None,None,90
2085,Law 5862/1972 - Infraero,"The INFRAERO's resources will consist of proceeds from credit operations, interest, and the sale of assets or unserviceable materials;",None,None,134
2086,Law 5862/1972 - Infraero,"The INFRAERO's resources will consist of resources received as remuneration for technical, specialized or administrative assistance;",None,None,132
2087,Law 5862/1972 - Infraero,The INFRAERO's resources will consist of resources from other sources.,None,None,70
2088,Law 5862/1972 - Infraero,"The contracting of goods and services by Infraero and its controlled companies, as per the procedures granted to Petrobras in Article 67 of Law No. 9,478, of August 6, 1997, as well as the permissions and concessions of use of areas, facilities and airport equipment, shall observe a simplified bidding procedure to be defined in a decree from the President of the Republic.",None,None,374
2089,Law 5862/1972 - Infraero,"The Ministry of Aeronautics is authorized to create subsidiary companies of INFRAERO to carry out its objectives. Sole paragraph. ARSA - Aeroportos do Rio de Janeiro Sociedade Anônima, authorized to be established by Law 5.580, of May 25, 1970, will become a subsidiary of INFRAERO.",None,None,282
2090,Law 5862/1972 - Infraero,"INFRAERO may promote expropriation under the terms of the legislation in force, and may transfer the ownership and possession of the expropriated assets to its subsidiaries, as long as the purpose foreseen in the public utility declaration act is maintained.",None,None,258
2091,Law 5862/1972 - Infraero,"This law will come into effect on the date of its publication, revoking provisions to the contrary.",None,None,99
2092,Decree 7624/2011 - Airport concession,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the rules for the assumption of control of the concession by the financiers;",A,A,299
2093,Decree 7624/2011 - Airport concession,"In order to assure competition conditions, the granting authority may establish the following restrictions regarding the obtaining and exploration of the concession, among others, observing the attributions of the Brazilian System for the Defense of Competition: rules designed to preserve competition between aerodromes;",A,A,321
2094,Decree 7624/2011 - Airport concession,"In order to assure competition conditions, the granting authority may establish the following restrictions regarding the obtaining and exploration of the concession, among others, observing the attributions of the Brazilian System for the Defense of Competition: rules designed to preserve competition between aerodromes;",A,A,321
2095,Decree 7624/2011 - Airport concession,provisions for the performance of the concessionaire in the provision of ancillary services to companies providing air transport services; and,A,A,142
2096,Decree 7624/2011 - Airport concession,rules of action of the concessionaire related to the cession of areas to the companies providing air transport services.,A,A,120
2097,Decree 7624/2011 - Airport concession,"At ANAC's discretion, the direct or indirect participation of air transport service providers in the concessionaire's capital may be limited, as well as the participation of the concessionaire or its partners, directly or indirectly, in the capital of air transport service providers.",A,A,284
2098,Decree 7624/2011 - Airport concession,"In the case of concessions held by States, Federal District and Municipalities, the participation of companies, as foreseen in the caput, must be submitted to ANAC for prior approval.",A,A,183
2099,Decree 7624/2011 - Airport concession,"This Decree sets forth the conditions for the exploitation of airport infrastructure by private enterprise, by means of concession. Sole Paragraph. For the purposes of this Decree, aerodromes are considered to be the public civilian aerodromes that comprise the airport infrastructure to be granted.",None,None,299
2100,Decree 7624/2011 - Airport concession,"The Civil Aviation Secretariat of the Presidency of the Republic will edit, by means of an Ordinance, the granting plan that specifies the aerodromes to be granted by the Union.",None,None,177
2101,Decree 7624/2011 - Airport concession,"The dispositions of this Decree apply to the aerodromes delegated by the Union to the States, Federal District and Municipalities, under the terms of art. 24-D, item VIII of the caput, of Law nº 10.683, of May 28, 2003, by means of an agreement, respecting the applicable federal norms.",None,None,286
2102,Decree 7624/2011 - Airport concession,"For the purposes of this Decree, the States, the Federal District, and the Municipalities may exercise attributions of granting power, in the terms of the competencies delegated by the Union through signed agreements.",None,None,217
2103,Decree 7624/2011 - Airport concession,"The concession of aerodrome exploitation by States, Federal District, and Municipalities, in the execution of the agreements referred to in the caput, will depend on the prior and express consent of the Civil Aviation Secretariat of the Presidency of the Republic.",None,None,264
2104,Decree 7624/2011 - Airport concession,"This Decree applies to the agreements and other acts signed by the Union with States, Federal District and Municipalities for the construction, maintenance or operation of aerodromes.",None,None,183
