,Law,Paragraph,Text,Category
1354,Decree 7624/2011 - Airport concession,Art. 9,"The Ministry of Defense must be consulted by the Civil Aviation Secretariat of the Presidency of the Republic about eventual military interest in the airfield to be granted and about airspace control, indicating, if necessary, the restrictions to be included in the public notice and in the contract. Sole Paragraph. The Ministry of Defense shall manifest, within the limits of its competencies, about the concession terms of the aerodromes where there is an air base installed.",None
1355,Decree 7624/2011 - Airport concession,Art. 10,"The bidding process will be in the modalities of competition or auction, observing the dispositions of Law Nº 9.491, of September 9, 1997. Sole paragraph. The bidding for the concession to operate an aerodrome may admit the participation of interested parties gathered in the form of a consortium. The publication of the bid notice and the concession contract will be preceded by a public hearing and consultation.",None
1356,Decree 7624/2011 - Airport concession,Art. 10 par 1,"In the event of a common concession, the criteria for judging the bidding will be the highest value in national currency offered to the grantor as consideration for the concession, in the amount and periodicity determined in the form of the public notice, without prejudice to the eventual stipulation, in the concession contract, of the payment of a variable portion to the grantor.",None
1357,Decree 7624/2011 - Airport concession,Art. 10 par 2,"In the event of a public-private partnership, the criterion for judging the bidding will be the lowest value in national currency of the consideration to be paid by the granting authority to the private partner, in the amount and periodicity determined in the bid notice.",None
1358,Decree 7624/2011 - Airport concession,Art. 12,"In the case of concessions granted by the Union, the resources indicated in § 1 of art. 11 will constitute revenue for the National Civil Aviation Fund -FNAC.",None
1359,Decree 7624/2011 - Airport concession,Art. 12 par 1,"The Civil Aviation Secretary of the Presidency of the Republic will regulate the procedures and conditions for applying FNAC's resources until December 31st, 2012, aiming, among other purposes, at favoring tariff modicity in the airport system.",None
1360,Decree 7624/2011 - Airport concession,Art. 12 par 2,"For the purposes of the regulation provided for in § 1 , the Civil Aviation Secretary of the Presidency of the Republic must hear the Aeronautics Command regarding investments in the aeronautical infrastructure.",None
1361,Decree 7624/2011 - Airport concession,Art. 13,"The resources derived from the concessions made by the States, Federal District and Municipalities, must be applied to the development and promotion of airport and aeronautical infrastructures, including other aerodromes in the respective Airway Plan or aerodrome road access infrastructure.",None
1362,Decree 7624/2011 - Airport concession,Art. 14 item I,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to to the value of the contract and its remuneration;",None
1363,Decree 7624/2011 - Airport concession,Art. 14 item II,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the allocation of risks between the conceding power and the concessionaire;",None
1364,Decree 7624/2011 - Airport concession,Art. 14 item III,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the conditions for maintaining the economic-financial balance;",None
1365,Decree 7624/2011 - Airport concession,Art. 14 item V,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the rules for transferring corporate control of the concession;",None
1366,Decree 7624/2011 - Airport concession,Art. 14 item VI,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to to insurance guarantees in relation to property and liability;",None
1367,Decree 7624/2011 - Airport concession,Art. 14 item VII,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the quality of the services provided by the concessionaire in the execution of the contract;",None
1368,Decree 7624/2011 - Airport concession,Art. 14 item VIII,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to to the concession assets and the patrimonial specification of the aerodrome area;",None
1369,Decree 7624/2011 - Airport concession,Art. 14 item IX,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the destination of alternative, complementary, accessory, or associated project revenues, with or without exclusivity;",None
1370,Decree 7624/2011 - Airport concession,Art. 14 item X,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the assignment of space and rights to build, maintain, operate or use the airfield infrastructure;",None
1371,Decree 7624/2011 - Airport concession,Art. 14 item XI,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the criteria for revenue sharing in the case of a concession for parts of an aerodrome; and",None
1372,Decree 7624/2011 - Airport concession,Art. 14 item XII,"In the concession contracts, the clauses established in art. 23 of Law nº 8.987, of February 13, 1995, and in art. 5 of Law nº 11.079, of December 30, 2004, will be included, whenever applicable, besides clauses related to the necessary conditions for public agencies to act on the airfield.",None
1373,Decree 7624/2011 - Airport concession,Art. 17,The conceding power must establish conditions for the transfer of the ownership of the concession or the concessionaire's share control.,None
